Name,Age,Occupation,PAN_Card,Aadhar_Card,Bank_Account_No,Marital_Status,Children (Yes/No),Reported_Income,Interest_Income,Business_Income,Capital_Gains,Other_Income,Educational_Expenses,Healthcare_Costs,Lifestyle_Expenditure,Other_Expenses,Bank_Debited,Credit_Card_Debited,Actual_Income
Name0182,77,Self-employed,PAN0182X,Aadhar0182,BankAcc0182,Married,Yes,253955,25396,50791,12698,38093,20316,0,30475,0,,7619,366167
Name0183,24,Self-employed,PAN0183X,Aadhar0183,BankAcc0183,Married,Yes,1141277,114128,228255,57064,0,91302,79889,136953,0,0,34238,1198342
Name0184,88,Salaried,PAN0184X,Aadhar0184,BankAcc0184,Single,Yes,1473033,147303,294607,73652,220955,0,103112,176764,147303,73652,44191,1664528
Name0185,57,Salaried,PAN0185X,Aadhar0185,BankAcc0185,Married,Yes,51305,5130,10261,0,7696,0,3591,6157,5130,2565,1539,55410
Name0186,21,Self-employed,PAN0186X,Aadhar0186,BankAcc0186,Married,No,1612390,161239,0,80620,0,128991,112867,193487,161239,80620,48372,1724602
Name0187,39,Business,PAN0187X,Aadhar0187,BankAcc0187,Single,No,1685244,168524,337049,0,252787,134820,117967,202229,168524,84262,50557,1685245
Name0188,80,Self-employed,PAN0188X,Aadhar0188,BankAcc0188,Single,No,507093,0,101419,0,76064,40567,35497,60851,50709,25355,15213,556384
Name0189,36,Salaried,PAN0189X,Aadhar0189,BankAcc0189,Married,Yes,828615,82862,165723,41431,124292,0,58003,99434,82862,41431,24858,936335
Name0190,48,Salaried,PAN0190X,Aadhar0190,BankAcc0190,Single,Yes,737407,73741,147481,0,110611,58993,51618,88489,0,36870,22122,811148
Name0191,75,Self-employed,PAN0191X,Aadhar0191,BankAcc0191,Single,No,406095,40610,0,20305,60914,0,28427,0,0,0,0,499497
Name0192,47,Business,PAN0192X,Aadhar0192,BankAcc0192,Single,Yes,1012508,101251,202502,0,151876,0,70876,0,0,50625,30375,1316261
Name0193,52,Salaried,PAN0193X,Aadhar0193,BankAcc0193,Single,No,1698651,169865,339730,0,254798,135892,118906,203838,169865,84933,50960,1798650
Name0194,62,Business,PAN0194X,Aadhar0194,BankAcc0194,Single,No,268198,26820,53640,0,40230,21456,18774,0,26820,13410,8046,300382
Name0195,20,Business,PAN0195X,Aadhar0195,BankAcc0195,Married,Yes,790698,79070,158140,39535,118605,63256,0,94884,0,0,23721,1004187
Name0196,64,Salaried,PAN0196X,Aadhar0196,BankAcc0196,Married,Yes,561132,56113,112226,0,84170,44891,39279,67336,56113,28057,16834,661131
Name0197,24,Business,PAN0197X,Aadhar0197,BankAcc0197,Single,No,1843052,184305,0,92153,0,147444,129014,221166,184305,92153,55292,1955264
Name0198,48,Business,PAN0198X,Aadhar0198,BankAcc0198,Single,Yes,106664,10666,21333,0,16000,0,7466,12800,0,5333,3200,125864
Name0199,77,Salaried,PAN0199X,Aadhar0199,BankAcc0199,Single,Yes,868458,86846,173692,43423,0,69477,60792,104215,86846,0,26054,925035
Name0200,21,Self-employed,PAN0200X,Aadhar0200,BankAcc0200,Married,No,92856,9286,0,4643,0,7428,6500,11143,9286,4643,2786,164999
Name0201,56,Self-employed,PAN0201X,Aadhar0201,BankAcc0201,Married,Yes,993091,99309,0,0,148964,79447,69516,119171,0,49655,29793,993782
Name0202,86,Self-employed,PAN0202X,Aadhar0202,BankAcc0202,Married,Yes,37731,3773,7546,1887,5660,0,2641,0,3773,1887,1132,47164
Name0203,50,Self-employed,PAN0203X,Aadhar0203,BankAcc0203,Single,Yes,1078340,107834,0,0,161751,86267,75484,0,107834,53917,32350,1092073
Name0204,22,Self-employed,PAN0204X,Aadhar0204,BankAcc0204,Single,No,1483059,148306,296612,0,222459,118645,103814,177967,148306,74153,44492,1583059
Name0205,55,Business,PAN0205X,Aadhar0205,BankAcc0205,Married,Yes,1367459,136746,273492,0,205119,109397,95722,164095,0,68373,41024,1504205
Name0206,66,Business,PAN0206X,Aadhar0206,BankAcc0206,Single,No,891472,89147,0,44574,0,71318,62403,106977,89147,44574,26744,1003684
Name0207,20,Self-employed,PAN0207X,Aadhar0207,BankAcc0207,Single,Yes,1295048,0,259010,64752,194257,103604,90653,155406,129505,0,38851,1395048
Name0208,98,Salaried,PAN0208X,Aadhar0208,BankAcc0208,Married,Yes,988058,0,197612,49403,148209,79045,69164,118567,98806,49403,29642,1038655
Name0209,79,Business,PAN0209X,Aadhar0209,BankAcc0209,Single,No,1205864,120586,241173,0,180880,96469,84410,0,120586,60293,36176,1350569
Name0210,90,Salaried,PAN0210X,Aadhar0210,BankAcc0210,Married,Yes,1844242,184424,0,0,276636,147539,129097,221309,184424,92212,55327,1956454
Name0211,94,Salaried,PAN0211X,Aadhar0211,BankAcc0211,Single,No,23823,2382,4765,1191,3573,1906,1668,2859,2382,1191,715,25013
Name0212,35,Business,PAN0212X,Aadhar0212,BankAcc0212,Single,Yes,270445,27044,0,13522,40567,21636,18931,0,0,13522,0,297489
Name0213,29,Salaried,PAN0213X,Aadhar0213,BankAcc0213,Single,No,1812836,181284,362567,90642,0,145027,126899,217540,181284,90642,54385,1925048
Name0214,78,Self-employed,PAN0214X,Aadhar0214,BankAcc0214,Single,No,1831441,183144,366288,91572,0,146515,128201,219773,183144,91572,54943,1943653
Name0215,97,Business,PAN0215X,Aadhar0215,BankAcc0215,Single,No,233979,23398,0,0,35097,18718,16379,28077,23398,11699,7019,287184
Name0216,57,Business,PAN0216X,Aadhar0216,BankAcc0216,Married,No,462139,46214,92428,23107,69321,36971,32350,55457,46214,23107,13864,485246
Name0217,94,Self-employed,PAN0217X,Aadhar0217,BankAcc0217,Married,No,1658564,,0,82928,248785,132685,116099,199028,165856,0,49757,1770776
Name0218,84,Self-employed,PAN0218X,Aadhar0218,BankAcc0218,Married,No,1842751,0,368550,0,276413,147420,128993,221130,184275,92138,55283,3848848
Name0219,28,Self-employed,PAN0219X,Aadhar0219,BankAcc0219,Married,No,843556,84356,168711,0,126533,67484,59049,101227,0,42178,25307,927911
Name0220,67,Self-employed,PAN0220X,Aadhar0220,BankAcc0220,Single,Yes,1582127,158213,316425,79106,237319,126570,110749,189855,0,0,47464,1898552
Name0221,88,Business,PAN0221X,Aadhar0221,BankAcc0221,Married,No,1127508,112751,225502,56375,169126,90201,78926,135301,0,56375,33825,1296634
Name0222,55,Self-employed,PAN0222X,Aadhar0222,BankAcc0222,Single,Yes,688711,0,0,34436,103307,55097,48210,0,68871,34436,20661,699179
Name0223,31,Business,PAN0223X,Aadhar0223,BankAcc0223,Single,Yes,216744,21674,43349,10837,32512,17340,0,26009,0,10837,6502,264428
Name0224,69,Salaried,PAN0224X,Aadhar0224,BankAcc0224,Single,No,1545347,154535,,0,231802,123628,108174,185442,154535,77267,46360,1657559
Name0225,34,Salaried,PAN0225X,Aadhar0225,BankAcc0225,Single,Yes,1865910,186591,373182,93296,279886,149273,130614,223909,186591,93296,55977,1959205
Name0226,55,Business,PAN0226X,Aadhar0226,BankAcc0226,Married,Yes,999579,99958,0,49979,149937,79966,69971,119949,99958,49979,29987,3040016
Name0227,72,Self-employed,PAN0227X,Aadhar0227,BankAcc0227,Single,No,835119,83512,167024,0,0,66810,58458,0,0,41756,25054,893577
Name0228,34,Self-employed,PAN0228X,Aadhar0228,BankAcc0228,Single,No,1259018,0,251804,0,188853,100721,0,151082,125902,62951,37771,1321248
Name0229,22,Business,PAN0229X,Aadhar0229,BankAcc0229,Single,Yes,822296,82230,164459,41115,123344,0,57561,98676,82230,41115,24669,929193
Name0230,63,Self-employed,PAN0230X,Aadhar0230,BankAcc0230,Married,No,1040284,104028,208057,52014,156043,0,72820,124834,104028,52014,31209,1175521
Name0231,23,Business,PAN0231X,Aadhar0231,BankAcc0231,Single,Yes,47626,0,9525,2381,0,0,3334,5715,0,2381,1429,146673
Name0232,97,Self-employed,PAN0232X,Aadhar0232,BankAcc0232,Married,Yes,144146,0,28829,7207,0,11532,10090,17298,14415,0,4324,222523
Name0233,34,Self-employed,PAN0233X,Aadhar0233,BankAcc0233,Married,No,374480,37448,74896,0,56172,29958,0,44938,0,18724,11234,438142
Name0234,22,Salaried,PAN0234X,Aadhar0234,BankAcc0234,Married,No,317293,31729,0,0,47594,0,0,38075,0,15865,9519,333157
Name0235,73,Salaried,PAN0235X,Aadhar0235,BankAcc0235,Married,No,491234,49123,98247,24562,73685,39299,0,58948,49123,24562,14737,550182
Name0236,70,Salaried,PAN0236X,Aadhar0236,BankAcc0236,Married,Yes,1591976,159198,318395,79599,0,127358,0,0,159198,0,47759,1814853
Name0237,68,Self-employed,PAN0237X,Aadhar0237,BankAcc0237,Married,Yes,935175,93518,0,0,140276,74814,65462,112221,0,46759,28055,941658
Name0238,62,Salaried,PAN0238X,Aadhar0238,BankAcc0238,Married,Yes,1427498,0,0,,214125,114200,0,171300,142750,71375,42825,1539710
Name0239,49,Business,PAN0239X,Aadhar0239,BankAcc0239,Married,Yes,469910,46991,0,23496,70486,37593,32894,56389,46991,23496,14097,499423
Name0240,82,Self-employed,PAN0240X,Aadhar0240,BankAcc0240,Single,No,1068561,0,213712,53428,160284,85485,74799,0,106856,0,32057,1196788
Name0241,50,Business,PAN0241X,Aadhar0241,BankAcc0241,Single,Yes,1004654,100465,0,0,150698,80372,70326,120558,100465,50233,30140,1116866
Name0242,25,Business,PAN0242X,Aadhar0242,BankAcc0242,Married,Yes,1211652,121165,242330,0,181748,96932,84816,145398,0,0,36350,1393399
Name0243,28,Salaried,PAN0243X,Aadhar0243,BankAcc0243,Single,Yes,236210,0,0,0,35432,18897,16535,28345,0,11810,7086,288969
Name0244,27,Salaried,PAN0244X,Aadhar0244,BankAcc0244,Single,No,1985069,198507,397014,99253,0,158806,138955,238208,198507,99253,59552,2097281
Name0245,85,Salaried,PAN0245X,Aadhar0245,BankAcc0245,Married,Yes,703321,70332,140664,35166,105498,56266,0,84399,0,35166,21100,858050
Name0246,78,Salaried,PAN0246X,Aadhar0246,BankAcc0246,Married,Yes,279205,27920,0,0,0,22336,19544,33505,27920,13960,8376,281484
Name0247,79,Self-employed,PAN0247X,Aadhar0247,BankAcc0247,Married,Yes,872914,87291,174583,0,0,0,61104,0,0,43646,26187,1003851
Name0248,36,Salaried,PAN0248X,Aadhar0248,BankAcc0248,Single,Yes,195931,19593,39186,0,0,15674,13715,0,0,9797,5878,209646
Name0249,37,Self-employed,PAN0249X,Aadhar0249,BankAcc0249,Single,Yes,323427,0,0,0,48514,25874,22640,38811,32343,16171,9703,326399
Name0250,96,Salaried,PAN0250X,Aadhar0250,BankAcc0250,Single,Yes,605853,60585,121171,30293,90878,0,0,72702,0,30293,18176,787609
Name0251,54,Business,PAN0251X,Aadhar0251,BankAcc0251,Single,No,1160934,116093,232187,0,0,0,0,139312,116093,0,34828,1218981
Name0252,51,Business,PAN0252X,Aadhar0252,BankAcc0252,Single,No,706215,70622,141243,35311,105932,56497,49435,84746,0,0,0,868645
Name0253,89,Business,PAN0253X,Aadhar0253,BankAcc0253,Single,No,855632,0,0,42782,128345,68451,0,102676,85563,0,25669,967844
Name0254,41,Business,PAN0254X,Aadhar0254,BankAcc0254,Married,No,152185,15218,30437,0,22828,12175,0,18262,0,7609,4566,178056
Name0255,44,Salaried,PAN0255X,Aadhar0255,BankAcc0255,Married,Yes,672496,0,134499,33625,100874,53800,47075,0,67250,33625,20175,719569
Name0256,88,Business,PAN0256X,Aadhar0256,BankAcc0256,Married,No,1005761,100576,0,50288,0,0,70403,120691,100576,50288,30173,1117973
Name0257,38,Self-employed,PAN0257X,Aadhar0257,BankAcc0257,Married,Yes,1784600,178460,356920,0,0,142768,124922,214152,0,0,53538,1884600
Name0258,61,Business,PAN0258X,Aadhar0258,BankAcc0258,Single,Yes,1799350,179935,359870,0,269902,0,125955,0,179935,89968,53980,2159219
Name0259,27,Business,PAN0259X,Aadhar0259,BankAcc0259,Single,Yes,225072,22507,0,11254,33761,0,15755,27009,,11254,6752,337284
Name0260,59,Self-employed,PAN0260X,Aadhar0260,BankAcc0260,Married,No,1724640,172464,0,86232,0,0,120725,206957,172464,,51739,1836852
Name0261,33,Salaried,PAN0261X,Aadhar0261,BankAcc0261,Single,No,437248,43725,87450,0,65587,34980,0,52470,0,21862,13117,511581
Name0262,76,Salaried,PAN0262X,Aadhar0262,BankAcc0262,Married,No,130032,13003,26006,0,19505,10403,0,15604,0,6502,3901,152136
Name0263,71,Business,PAN0263X,Aadhar0263,BankAcc0263,Married,Yes,976517,0,195303,0,146478,78121,68356,117182,0,48826,29296,1076517
Name0264,89,Salaried,PAN0264X,Aadhar0264,BankAcc0264,Married,No,1888062,188806,377612,0,283209,151045,132164,226567,188806,94403,56642,1988062
Name0265,66,Business,PAN0265X,Aadhar0265,BankAcc0265,Married,Yes,44989,4499,8998,2249,6748,3599,0,0,0,2249,1350,60285
Name0266,85,Salaried,PAN0266X,Aadhar0266,BankAcc0266,Single,Yes,959837,95984,0,0,143976,76787,67189,115180,95984,47992,28795,1072049
Name0267,52,Business,PAN0267X,Aadhar0267,BankAcc0267,Single,No,1351310,135131,270262,0,202696,108105,94592,162157,135131,67566,40539,1451309
Name0268,74,Self-employed,PAN0268X,Aadhar0268,BankAcc0268,Single,No,289375,28938,0,0,43406,0,20256,34725,28938,14469,8681,354650
Name0269,67,Business,PAN0269X,Aadhar0269,BankAcc0269,Single,Yes,175674,17567,35135,0,26351,14054,12297,21081,17567,8784,5270,275674
Name0270,72,Business,PAN0270X,Aadhar0270,BankAcc0270,Married,Yes,221393,22139,44279,11070,33209,,15498,0,22139,11070,6642,333605
Name0271,97,Salaried,PAN0271X,Aadhar0271,BankAcc0271,Married,Yes,1998683,199868,0,99934,0,0,139908,239842,0,99934,59960,2110895
Name0272,26,Salaried,PAN0272X,Aadhar0272,BankAcc0272,Single,Yes,1130211,113021,226042,0,169532,90417,79115,135625,113021,56511,33906,1230211
Name0273,100,Self-employed,PAN0273X,Aadhar0273,BankAcc0273,Single,Yes,277407,27741,55481,0,41611,22193,19418,33289,27741,13870,8322,377407
Name0274,63,Salaried,PAN0274X,Aadhar0274,BankAcc0274,Married,Yes,1394601,139460,0,69730,209190,111568,97622,167352,139460,69730,41838,1506813
Name0275,52,Business,PAN0275X,Aadhar0275,BankAcc0275,Single,Yes,692499,0,138500,34625,103875,55400,48475,83100,0,34625,20775,727124
Name0276,40,Business,PAN0276X,Aadhar0276,BankAcc0276,Married,No,403863,40386,0,20193,60579,32309,28270,48464,40386,20193,12116,443283
Name0277,96,Business,PAN0277X,Aadhar0277,BankAcc0277,Married,Yes,263833,26383,52767,0,39575,21107,18468,31660,26383,13192,7915,363833
Name0278,100,Business,PAN0278X,Aadhar0278,BankAcc0278,Married,Yes,1237766,123777,247553,61888,0,99021,86644,148532,123777,61888,37133,1349978
Name0279,96,Self-employed,PAN0279X,Aadhar0279,BankAcc0279,Married,Yes,1915296,191530,0,0,287294,0,134071,229836,0,95765,57459,1976989
Name0280,49,Self-employed,PAN0280X,Aadhar0280,BankAcc0280,Married,No,1460164,146016,292033,0,219025,0,102211,175220,146016,73008,43805,1576978
Name0281,34,Business,PAN0281X,Aadhar0281,BankAcc0281,Married,Yes,10163,1016,0,508,1524,813,711,1220,1016,508,305,108638
Name0282,47,Self-employed,PAN0282X,Aadhar0282,BankAcc0282,Single,No,1185381,118538,237076,59269,177807,94830,82977,142246,118538,59269,35561,1244650
Name0283,41,Salaried,PAN0283X,Aadhar0283,BankAcc0283,Single,Yes,725788,72579,145158,36289,108868,58063,50805,0,0,36289,21774,921751
Name0284,59,Business,PAN0284X,Aadhar0284,BankAcc0284,Married,Yes,363058,36306,72612,0,54459,29045,25414,0,36306,18153,10892,406625
Name0285,64,Salaried,PAN0285X,Aadhar0285,BankAcc0285,Single,No,1208017,120802,241603,60401,181203,0,84561,144962,0,60401,36241,1485861
Name0286,69,Salaried,PAN0286X,Aadhar0286,BankAcc0286,Single,Yes,1738936,0,347787,86947,260840,0,121726,0,173894,86947,0,2051943
Name0287,90,Self-employed,PAN0287X,Aadhar0287,BankAcc0287,Single,Yes,575557,57556,0,28778,86334,46045,40289,0,57556,28778,17267,658290
Name0288,39,Self-employed,PAN0288X,Aadhar0288,BankAcc0288,Single,Yes,1448345,144834,0,0,0,0,101384,173801,0,72417,43450,1560557
Name0289,89,Self-employed,PAN0289X,Aadhar0289,BankAcc0289,Single,Yes,1768732,176873,353746,0,0,141499,123811,212248,176873,88437,53062,1880944
Name0290,75,Self-employed,PAN0290X,Aadhar0290,BankAcc0290,Married,Yes,1352547,135255,270509,67627,202882,108204,94678,162306,0,67627,40576,1555429
Name0291,41,Self-employed,PAN0291X,Aadhar0291,BankAcc0291,Married,No,1630410,163041,326082,81520,0,0,114129,,163041,81520,48912,1742622
Name0292,38,Business,PAN0292X,Aadhar0292,BankAcc0292,Married,No,988339,98834,197668,0,148251,79067,0,,98834,49417,29650,2190373
Name0293,87,Salaried,PAN0293X,Aadhar0293,BankAcc0293,Single,No,771784,0,154357,0,0,61743,54025,0,0,38589,23154,848630
Name0294,87,Self-employed,PAN0294X,Aadhar0294,BankAcc0294,Single,Yes,16743,1674,3349,837,2511,1339,1172,2009,1674,837,502,17581
Name0295,33,Self-employed,PAN0295X,Aadhar0295,BankAcc0295,Married,Yes,884232,88423,176846,44212,132635,70739,61896,106108,88423,44212,26527,928443
Name0296,51,Self-employed,PAN0296X,Aadhar0296,BankAcc0296,Single,No,289751,28975,57950,0,43463,23180,20283,34770,28975,14488,8693,389750
Name0297,85,Self-employed,PAN0297X,Aadhar0297,BankAcc0297,Married,Yes,1330966,0,266193,66548,199645,0,93168,0,0,66548,39929,1663707
Name0298,23,Self-employed,PAN0298X,Aadhar0298,BankAcc0298,Single,Yes,678240,67824,0,0,0,54259,47477,81389,0,33912,20347,790452
Name0299,78,Salaried,PAN0299X,Aadhar0299,BankAcc0299,Single,Yes,1872203,0,374441,0,0,0,131054,224664,187220,93610,0,1984415
Name0300,84,Salaried,PAN0300X,Aadhar0300,BankAcc0300,Single,Yes,101588,0,20318,0,15238,0,7111,12191,0,5079,3048,213800
Name0301,38,Salaried,PAN0301X,Aadhar0301,BankAcc0301,Married,Yes,354155,0,0,17708,0,28332,24791,42499,35416,17708,10625,466367
Name0302,98,Business,PAN0302X,Aadhar0302,BankAcc0302,Single,No,561984,56198,112397,28099,0,44959,39339,67438,56198,28099,16860,605785
Name0303,22,Self-employed,PAN0303X,Aadhar0303,BankAcc0303,Married,No,1136589,113659,227318,56829,170488,90927,79561,136391,113659,56829,34098,1193418
Name0304,82,Business,PAN0304X,Aadhar0304,BankAcc0304,Single,No,745360,0,0,37268,111804,59629,52175,89443,74536,37268,22361,857572
Name0305,28,Business,PAN0305X,Aadhar0305,BankAcc0305,Married,Yes,27802,2780,0,1390,4170,2224,1946,3336,2780,0,834,125022
Name0306,81,Business,PAN0306X,Aadhar0306,BankAcc0306,Married,No,462360,46236,92472,23118,69354,0,32365,55483,0,0,13871,591821
Name0307,45,Salaried,PAN0307X,Aadhar0307,BankAcc0307,Married,Yes,521793,52179,104359,26090,78269,41743,36526,62615,52179,26090,0,563537
Name0308,45,Self-employed,PAN0308X,Aadhar0308,BankAcc0308,Married,No,653814,0,130763,32691,98072,52305,45767,78458,65381,32691,19614,721124
Name0309,34,Salaried,PAN0309X,Aadhar0309,BankAcc0309,Married,Yes,1234783,123478,246957,61739,185217,98783,86435,148174,123478,0,37043,1358261
Name0310,82,Self-employed,PAN0310X,Aadhar0310,BankAcc0310,Married,Yes,1557949,155795,0,77897,233692,124636,109056,186954,155795,77897,46738,1670161
Name0311,62,Salaried,PAN0311X,Aadhar0311,BankAcc0311,Married,No,1990980,0,398196,99549,298647,159278,139369,238918,0,99549,59729,2090529
Name0312,94,Salaried,PAN0312X,Aadhar0312,BankAcc0312,Married,No,682711,68271,136542,0,102407,54617,47790,81925,0,0,20481,785118
Name0313,78,Business,PAN0313X,Aadhar0313,BankAcc0313,Married,Yes,1371711,0,0,0,205757,0,96020,164605,137171,68586,41151,1483923
Name0314,22,Business,PAN0314X,Aadhar0314,BankAcc0314,Married,No,1412062,0,282412,70603,211809,112965,98844,169447,0,70603,42362,1482665
Name0315,37,Salaried,PAN0315X,Aadhar0315,BankAcc0315,Single,No,1765838,176584,353168,88292,264876,0,0,211901,176584,88292,52975,2119006
Name0316,92,Business,PAN0316X,Aadhar0316,BankAcc0316,Single,Yes,1152152,115215,230430,57608,172823,92172,80651,0,115215,57608,34565,1348017
Name0317,58,Business,PAN0317X,Aadhar0317,BankAcc0317,Married,Yes,948201,94820,189640,47410,142230,75856,0,113784,0,47410,0,1185251
Name0318,67,Business,PAN0318X,Aadhar0318,BankAcc0318,Married,Yes,1647989,0,0,82399,247198,131839,115359,197759,0,82399,49440,1760201
Name0319,67,Self-employed,PAN0319X,Aadhar0319,BankAcc0319,Married,Yes,681368,68137,136274,34068,102205,54509,47696,81764,0,34068,20441,783574
Name0320,89,Self-employed,PAN0320X,Aadhar0320,BankAcc0320,Married,Yes,1220806,122081,244161,61040,183121,97664,85456,0,0,61040,36624,1550425
Name0321,70,Business,PAN0321X,Aadhar0321,BankAcc0321,Single,No,186123,18612,0,0,27918,14890,13029,22335,0,9306,5584,267509
Name0322,22,Salaried,PAN0322X,Aadhar0322,BankAcc0322,Single,No,343254,34325,68651,0,51488,0,24028,41190,34325,17163,10298,370714
Name0323,82,Self-employed,PAN0323X,Aadhar0323,BankAcc0323,Single,Yes,964314,96431,192863,0,144647,77145,67502,115718,96431,48216,28929,1064314
Name0324,88,Self-employed,PAN0324X,Aadhar0324,BankAcc0324,Married,Yes,1321323,132132,0,0,198198,105706,92493,158559,0,66066,39640,1433535
Name0325,65,Salaried,PAN0325X,Aadhar0325,BankAcc0325,Married,No,1336412,133641,267282,0,200462,106913,93549,160369,0,66821,40092,1470053
Name0326,23,Salaried,PAN0326X,Aadhar0326,BankAcc0326,Married,No,1396734,139673,279347,0,209510,111739,97771,0,139673,69837,41902,1564342
Name0327,39,Business,PAN0327X,Aadhar0327,BankAcc0327,Married,No,1551699,155170,0,77585,232755,124136,108619,186204,155170,77585,46551,1663911
Name0328,23,Business,PAN0328X,Aadhar0328,BankAcc0328,Single,Yes,1313437,131344,0,0,0,105075,91941,157612,131344,65672,39403,1425649
Name0329,24,Self-employed,PAN0329X,Aadhar0329,BankAcc0329,Married,No,719871,0,0,35994,0,57590,50391,86385,0,35994,21596,832083
Name0330,93,Business,PAN0330X,Aadhar0330,BankAcc0330,Single,No,133116,0,0,0,0,10649,9318,0,0,6656,3993,202500
Name0331,22,Salaried,PAN0331X,Aadhar0331,BankAcc0331,Married,Yes,804709,80471,160942,40235,120706,0,0,96565,0,40235,24141,1046122
Name0332,40,Salaried,PAN0332X,Aadhar0332,BankAcc0332,Single,Yes,1085408,108541,217082,54270,0,86833,75979,130249,108541,54270,32562,1197620
Name0333,42,Salaried,PAN0333X,Aadhar0333,BankAcc0333,Single,Yes,279860,27986,55972,13993,41979,22389,19590,0,0,0,8396,369415
